,time,Country,ISO,tavg,Month,Year,Heatwave
14361,2000-09-01,"Korea, Democratic People's Republic of",PRK,18.2,September,2000,0.0
14362,2000-10-01,"Korea, Democratic People's Republic of",PRK,10.542857142857143,October,2000,0.0
14363,2000-11-01,"Korea, Democratic People's Republic of",PRK,1.6142857142857143,November,2000,0.0
14364,2000-12-01,"Korea, Democratic People's Republic of",PRK,-5.028571428571429,December,2000,0.0
14365,2001-01-01,"Korea, Democratic People's Republic of",PRK,-10.557142857142859,January,2001,0.0
14366,2001-02-01,"Korea, Democratic People's Republic of",PRK,-5.442857142857143,February,2001,0.0
14367,2001-03-01,"Korea, Democratic People's Republic of",PRK,1.0571428571428572,March,2001,0.0
14368,2001-04-01,"Korea, Democratic People's Republic of",PRK,10.114285714285714,April,2001,0.0
14369,2001-05-01,"Korea, Democratic People's Republic of",PRK,16.12857142857143,May,2001,0.0
14370,2001-06-01,"Korea, Democratic People's Republic of",PRK,20.457142857142856,June,2001,0.0
14371,2001-07-01,"Korea, Democratic People's Republic of",PRK,23.685714285714287,July,2001,0.0
14372,2001-08-01,"Korea, Democratic People's Republic of",PRK,23.185714285714287,August,2001,0.0
14373,2001-09-01,"Korea, Democratic People's Republic of",PRK,18.528571428571432,September,2001,0.0
14374,2001-10-01,"Korea, Democratic People's Republic of",PRK,12.700000000000001,October,2001,0.0
14375,2001-11-01,"Korea, Democratic People's Republic of",PRK,2.8999999999999995,November,2001,0.0
14376,2001-12-01,"Korea, Democratic People's Republic of",PRK,-6.042857142857143,December,2001,0.0
14377,2002-01-01,"Korea, Democratic People's Republic of",PRK,-5.271428571428571,January,2002,0.0
14378,2002-02-01,"Korea, Democratic People's Republic of",PRK,-1.5714285714285716,February,2002,0.0
14379,2002-03-01,"Korea, Democratic People's Republic of",PRK,4.442857142857143,March,2002,0.0
14380,2002-04-01,"Korea, Democratic People's Republic of",PRK,10.385714285714286,April,2002,0.0
14381,2002-05-01,"Korea, Democratic People's Republic of",PRK,15.885714285714286,May,2002,0.0
14382,2002-06-01,"Korea, Democratic People's Republic of",PRK,19.142857142857142,June,2002,0.0
14383,2002-07-01,"Korea, Democratic People's Republic of",PRK,22.571428571428573,July,2002,0.0
14384,2002-08-01,"Korea, Democratic People's Republic of",PRK,22.228571428571428,August,2002,0.0
14385,2002-09-01,"Korea, Democratic People's Republic of",PRK,17.9,September,2002,0.0
14386,2002-10-01,"Korea, Democratic People's Republic of",PRK,8.971428571428572,October,2002,0.0
14387,2002-11-01,"Korea, Democratic People's Republic of",PRK,-1.157142857142857,November,2002,0.0
14388,2002-12-01,"Korea, Democratic People's Republic of",PRK,-5.642857142857143,December,2002,0.0
14389,2003-01-01,"Korea, Democratic People's Republic of",PRK,-8.314285714285715,January,2003,0.0
14390,2003-02-01,"Korea, Democratic People's Republic of",PRK,-2.4714285714285715,February,2003,0.0
14391,2003-03-01,"Korea, Democratic People's Republic of",PRK,2.357142857142857,March,2003,0.0
14392,2003-04-01,"Korea, Democratic People's Republic of",PRK,10.285714285714286,April,2003,0.0
14393,2003-05-01,"Korea, Democratic People's Republic of",PRK,15.814285714285713,May,2003,0.0
14394,2003-06-01,"Korea, Democratic People's Republic of",PRK,19.87142857142857,June,2003,0.0
14395,2003-07-01,"Korea, Democratic People's Republic of",PRK,21.771428571428572,July,2003,0.0
14396,2003-08-01,"Korea, Democratic People's Republic of",PRK,22.142857142857142,August,2003,0.0
14397,2003-09-01,"Korea, Democratic People's Republic of",PRK,18.228571428571428,September,2003,0.0
14398,2003-10-01,"Korea, Democratic People's Republic of",PRK,10.714285714285714,October,2003,0.0
14399,2003-11-01,"Korea, Democratic People's Republic of",PRK,3.7142857142857144,November,2003,0.0
14400,2003-12-01,"Korea, Democratic People's Republic of",PRK,-4.142857142857143,December,2003,0.0
14401,2004-01-01,"Korea, Democratic People's Republic of",PRK,-6.985714285714286,January,2004,0.0
14402,2004-02-01,"Korea, Democratic People's Republic of",PRK,-2.6,February,2004,0.0
14403,2004-03-01,"Korea, Democratic People's Republic of",PRK,2.042857142857143,March,2004,0.0
14404,2004-04-01,"Korea, Democratic People's Republic of",PRK,10.342857142857143,April,2004,0.0
14405,2004-05-01,"Korea, Democratic People's Republic of",PRK,15.085714285714285,May,2004,0.0
14406,2004-06-01,"Korea, Democratic People's Republic of",PRK,20.957142857142856,June,2004,0.0
14407,2004-07-01,"Korea, Democratic People's Republic of",PRK,22.25714285714286,July,2004,0.0
14408,2004-08-01,"Korea, Democratic People's Republic of",PRK,22.771428571428572,August,2004,0.0
14409,2004-09-01,"Korea, Democratic People's Republic of",PRK,19.1,September,2004,0.0
14410,2004-10-01,"Korea, Democratic People's Republic of",PRK,11.285714285714286,October,2004,0.0
14411,2004-11-01,"Korea, Democratic People's Republic of",PRK,4.714285714285714,November,2004,0.0
14412,2004-12-01,"Korea, Democratic People's Republic of",PRK,-4.271428571428571,December,2004,0.0
14413,2005-01-01,"Korea, Democratic People's Republic of",PRK,-7.514285714285714,January,2005,0.0
14414,2005-02-01,"Korea, Democratic People's Republic of",PRK,-6.871428571428572,February,2005,0.0
14415,2005-03-01,"Korea, Democratic People's Republic of",PRK,0.5142857142857141,March,2005,0.0
14416,2005-04-01,"Korea, Democratic People's Republic of",PRK,9.842857142857143,April,2005,0.0
14417,2005-05-01,"Korea, Democratic People's Republic of",PRK,13.9,May,2005,0.0
14418,2005-06-01,"Korea, Democratic People's Republic of",PRK,19.585714285714285,June,2005,0.0
14419,2005-07-01,"Korea, Democratic People's Republic of",PRK,23.228571428571428,July,2005,0.0
14420,2005-08-01,"Korea, Democratic People's Republic of",PRK,23.014285714285712,August,2005,0.0
14421,2005-09-01,"Korea, Democratic People's Republic of",PRK,18.771428571428572,September,2005,0.0
14422,2005-10-01,"Korea, Democratic People's Republic of",PRK,11.171428571428573,October,2005,0.0
14423,2005-11-01,"Korea, Democratic People's Republic of",PRK,5.216666666666667,November,2005,0.0
14424,2005-12-01,"Korea, Democratic People's Republic of",PRK,-8.842857142857143,December,2005,0.0
14425,2006-01-01,"Korea, Democratic People's Republic of",PRK,-6.828571428571428,January,2006,0.0
14426,2006-02-01,"Korea, Democratic People's Republic of",PRK,-4.985714285714286,February,2006,0.0
14427,2006-03-01,"Korea, Democratic People's Republic of",PRK,1.5714285714285714,March,2006,0.0
14428,2006-04-01,"Korea, Democratic People's Republic of",PRK,7.671428571428572,April,2006,0.0
14429,2006-05-01,"Korea, Democratic People's Republic of",PRK,15.285714285714286,May,2006,0.0
14430,2006-06-01,"Korea, Democratic People's Republic of",PRK,18.17142857142857,June,2006,0.0
14431,2006-07-01,"Korea, Democratic People's Republic of",PRK,22.071428571428573,July,2006,0.0
14432,2006-08-01,"Korea, Democratic People's Republic of",PRK,24.557142857142857,August,2006,0.0
14433,2006-09-01,"Korea, Democratic People's Republic of",PRK,18.242857142857144,September,2006,0.0
14434,2006-10-01,"Korea, Democratic People's Republic of",PRK,13.785714285714286,October,2006,0.0
14435,2006-11-01,"Korea, Democratic People's Republic of",PRK,4.8,November,2006,0.0
14436,2006-12-01,"Korea, Democratic People's Republic of",PRK,-3.6142857142857143,December,2006,0.0
14437,2007-03-01,"Korea, Democratic People's Republic of",PRK,2.357142857142857,March,2007,0.0
14438,2007-04-01,"Korea, Democratic People's Republic of",PRK,8.642857142857142,April,2007,0.0
14439,2007-05-01,"Korea, Democratic People's Republic of",PRK,15.442857142857141,May,2007,0.0
14440,2007-06-01,"Korea, Democratic People's Republic of",PRK,20.97142857142857,June,2007,0.0
14441,2007-07-01,"Korea, Democratic People's Republic of",PRK,22.0,July,2007,0.0
14442,2007-08-01,"Korea, Democratic People's Republic of",PRK,23.485714285714288,August,2007,0.0
14443,2007-09-01,"Korea, Democratic People's Republic of",PRK,19.0,September,2007,0.0
14444,2007-10-01,"Korea, Democratic People's Republic of",PRK,11.314285714285715,October,2007,0.0
14445,2007-11-01,"Korea, Democratic People's Republic of",PRK,2.6999999999999997,November,2007,0.0
14446,2007-12-01,"Korea, Democratic People's Republic of",PRK,-3.042857142857143,December,2007,0.0
14447,2008-01-01,"Korea, Democratic People's Republic of",PRK,-7.457142857142857,January,2008,0.0
14448,2008-02-01,"Korea, Democratic People's Republic of",PRK,-4.771428571428571,February,2008,0.0
14449,2008-03-01,"Korea, Democratic People's Republic of",PRK,4.242857142857143,March,2008,0.0
14450,2008-04-01,"Korea, Democratic People's Republic of",PRK,11.342857142857143,April,2008,0.0
14451,2008-05-01,"Korea, Democratic People's Republic of",PRK,15.1,May,2008,0.0
14452,2008-06-01,"Korea, Democratic People's Republic of",PRK,19.599999999999998,June,2008,0.0
14453,2008-07-01,"Korea, Democratic People's Republic of",PRK,23.457142857142856,July,2008,0.0
14454,2008-08-01,"Korea, Democratic People's Republic of",PRK,23.114285714285717,August,2008,0.0
14455,2008-09-01,"Korea, Democratic People's Republic of",PRK,18.714285714285715,September,2008,0.0
14456,2008-10-01,"Korea, Democratic People's Republic of",PRK,12.557142857142859,October,2008,0.0
14457,2008-11-01,"Korea, Democratic People's Republic of",PRK,2.9857142857142853,November,2008,0.0
14458,2008-12-01,"Korea, Democratic People's Republic of",PRK,-4.1571428571428575,December,2008,0.0
14459,2009-01-01,"Korea, Democratic People's Republic of",PRK,-6.914285714285714,January,2009,0.0
14460,2009-02-01,"Korea, Democratic People's Republic of",PRK,-2.157142857142857,February,2009,0.0
14461,2009-03-01,"Korea, Democratic People's Republic of",PRK,1.8857142857142857,March,2009,0.0
14462,2009-04-01,"Korea, Democratic People's Republic of",PRK,9.87142857142857,April,2009,0.0
14463,2009-05-01,"Korea, Democratic People's Republic of",PRK,16.657142857142855,May,2009,0.0
14464,2009-06-01,"Korea, Democratic People's Republic of",PRK,18.585714285714285,June,2009,0.0
14465,2009-07-01,"Korea, Democratic People's Republic of",PRK,21.557142857142857,July,2009,0.0
14466,2009-08-01,"Korea, Democratic People's Republic of",PRK,22.842857142857145,August,2009,0.0
14467,2009-09-01,"Korea, Democratic People's Republic of",PRK,18.128571428571426,September,2009,0.0
14468,2009-10-01,"Korea, Democratic People's Republic of",PRK,11.771428571428572,October,2009,0.0
14469,2009-11-01,"Korea, Democratic People's Republic of",PRK,1.7142857142857142,November,2009,0.0
14470,2009-12-01,"Korea, Democratic People's Republic of",PRK,-5.957142857142857,December,2009,0.0
14471,2010-01-01,"Korea, Democratic People's Republic of",PRK,-8.657142857142857,January,2010,0.0
14472,2010-02-01,"Korea, Democratic People's Republic of",PRK,-4.242857142857143,February,2010,0.0
14473,2010-03-01,"Korea, Democratic People's Republic of",PRK,-0.05714285714285713,March,2010,0.0
14474,2010-04-01,"Korea, Democratic People's Republic of",PRK,6.542857142857143,April,2010,0.0
14475,2010-05-01,"Korea, Democratic People's Republic of",PRK,14.728571428571428,May,2010,0.0
14476,2010-06-01,"Korea, Democratic People's Republic of",PRK,20.771428571428572,June,2010,0.0
14477,2010-07-01,"Korea, Democratic People's Republic of",PRK,23.52857142857143,July,2010,0.0
14478,2010-08-01,"Korea, Democratic People's Republic of",PRK,23.785714285714285,August,2010,0.0
14479,2010-09-01,"Korea, Democratic People's Republic of",PRK,18.771428571428572,September,2010,0.0
14480,2010-10-01,"Korea, Democratic People's Republic of",PRK,10.671428571428573,October,2010,0.0
14481,2010-11-01,"Korea, Democratic People's Republic of",PRK,2.542857142857143,November,2010,0.0
14482,2010-12-01,"Korea, Democratic People's Republic of",PRK,-5.642857142857143,December,2010,0.0
14483,2011-01-01,"Korea, Democratic People's Republic of",PRK,-10.785714285714286,January,2011,0.0
14484,2011-02-01,"Korea, Democratic People's Republic of",PRK,-3.314285714285714,February,2011,0.0
14485,2011-03-01,"Korea, Democratic People's Republic of",PRK,1.257142857142857,March,2011,0.0
14486,2011-04-01,"Korea, Democratic People's Republic of",PRK,8.514285714285714,April,2011,0.0
14487,2011-05-01,"Korea, Democratic People's Republic of",PRK,14.328571428571427,May,2011,0.0
14488,2011-06-01,"Korea, Democratic People's Republic of",PRK,18.985714285714288,June,2011,0.0
14489,2011-07-01,"Korea, Democratic People's Republic of",PRK,22.87142857142857,July,2011,0.0
14490,2011-08-01,"Korea, Democratic People's Republic of",PRK,23.285714285714285,August,2011,0.0
14491,2011-09-01,"Korea, Democratic People's Republic of",PRK,17.842857142857145,September,2011,0.0
14492,2011-10-01,"Korea, Democratic People's Republic of",PRK,10.942857142857141,October,2011,0.0
14493,2011-11-01,"Korea, Democratic People's Republic of",PRK,5.085714285714286,November,2011,0.0
14494,2011-12-01,"Korea, Democratic People's Republic of",PRK,-5.985714285714286,December,2011,0.0
14495,2012-01-01,"Korea, Democratic People's Republic of",PRK,-8.72857142857143,January,2012,0.0
14496,2012-02-01,"Korea, Democratic People's Republic of",PRK,-6.628571428571428,February,2012,0.0
14497,2012-03-01,"Korea, Democratic People's Republic of",PRK,1.2142857142857142,March,2012,0.0
14498,2012-04-01,"Korea, Democratic People's Republic of",PRK,9.200000000000001,April,2012,0.0
14499,2012-05-01,"Korea, Democratic People's Republic of",PRK,16.071428571428573,May,2012,0.0
14500,2012-06-01,"Korea, Democratic People's Republic of",PRK,19.82857142857143,June,2012,0.0
14501,2012-07-01,"Korea, Democratic People's Republic of",PRK,22.8,July,2012,0.0
14502,2012-08-01,"Korea, Democratic People's Republic of",PRK,23.442857142857143,August,2012,0.0
14503,2012-09-01,"Korea, Democratic People's Republic of",PRK,18.242857142857144,September,2012,0.0
14504,2012-10-01,"Korea, Democratic People's Republic of",PRK,11.585714285714285,October,2012,0.0
14505,2012-11-01,"Korea, Democratic People's Republic of",PRK,2.1,November,2012,0.0
14506,2012-12-01,"Korea, Democratic People's Republic of",PRK,-8.585714285714285,December,2012,0.0
14507,2013-01-01,"Korea, Democratic People's Republic of",PRK,-8.685714285714285,January,2013,0.0
14508,2013-02-01,"Korea, Democratic People's Republic of",PRK,-6.042857142857144,February,2013,0.0
14509,2013-03-01,"Korea, Democratic People's Republic of",PRK,0.9857142857142857,March,2013,0.0
14510,2013-04-01,"Korea, Democratic People's Republic of",PRK,7.028571428571429,April,2013,0.0
14511,2013-05-01,"Korea, Democratic People's Republic of",PRK,15.385714285714284,May,2013,0.0
14512,2013-06-01,"Korea, Democratic People's Republic of",PRK,20.657142857142855,June,2013,0.0
14513,2013-07-01,"Korea, Democratic People's Republic of",PRK,23.314285714285713,July,2013,0.0
14514,2013-08-01,"Korea, Democratic People's Republic of",PRK,24.2,August,2013,0.0
14515,2013-09-01,"Korea, Democratic People's Republic of",PRK,18.32857142857143,September,2013,0.0
14516,2013-10-01,"Korea, Democratic People's Republic of",PRK,11.799999999999999,October,2013,0.0
14517,2013-11-01,"Korea, Democratic People's Republic of",PRK,3.0714285714285716,November,2013,0.0
14518,2013-12-01,"Korea, Democratic People's Republic of",PRK,-4.685714285714285,December,2013,0.0
14519,2014-01-01,"Korea, Democratic People's Republic of",PRK,-5.757142857142857,January,2014,0.0
14520,2014-02-01,"Korea, Democratic People's Republic of",PRK,-4.0285714285714285,February,2014,0.0
14521,2014-03-01,"Korea, Democratic People's Republic of",PRK,3.914285714285714,March,2014,0.0
14522,2014-04-01,"Korea, Democratic People's Republic of",PRK,11.114285714285714,April,2014,0.0
14523,2014-05-01,"Korea, Democratic People's Republic of",PRK,15.457142857142856,May,2014,0.0
14524,2014-06-01,"Korea, Democratic People's Republic of",PRK,20.25714285714286,June,2014,0.0
14525,2014-07-01,"Korea, Democratic People's Republic of",PRK,23.62857142857143,July,2014,0.0
14526,2014-08-01,"Korea, Democratic People's Republic of",PRK,23.085714285714285,August,2014,0.0
14527,2014-09-01,"Korea, Democratic People's Republic of",PRK,18.428571428571427,September,2014,0.0
14528,2014-10-01,"Korea, Democratic People's Republic of",PRK,12.328571428571427,October,2014,0.0
14529,2014-11-01,"Korea, Democratic People's Republic of",PRK,4.728571428571429,November,2014,0.0
14530,2014-12-01,"Korea, Democratic People's Republic of",PRK,-6.914285714285714,December,2014,0.0
14531,2015-01-01,"Korea, Democratic People's Republic of",PRK,-6.071428571428571,January,2015,0.0
14532,2015-02-01,"Korea, Democratic People's Republic of",PRK,-3.042857142857143,February,2015,0.0
14533,2015-03-01,"Korea, Democratic People's Republic of",PRK,2.728571428571428,March,2015,0.0
14534,2015-04-01,"Korea, Democratic People's Republic of",PRK,10.37142857142857,April,2015,0.0
14535,2015-05-01,"Korea, Democratic People's Republic of",PRK,16.37142857142857,May,2015,0.0
14536,2015-06-01,"Korea, Democratic People's Republic of",PRK,19.785714285714285,June,2015,0.0
14537,2015-07-01,"Korea, Democratic People's Republic of",PRK,23.042857142857144,July,2015,0.0
14538,2015-08-01,"Korea, Democratic People's Republic of",PRK,23.0,August,2015,0.0
14539,2015-09-01,"Korea, Democratic People's Republic of",PRK,18.457142857142856,September,2015,0.0
14540,2015-10-01,"Korea, Democratic People's Republic of",PRK,11.200000000000001,October,2015,0.0
14541,2015-11-01,"Korea, Democratic People's Republic of",PRK,3.6999999999999997,November,2015,0.0
14542,2015-12-01,"Korea, Democratic People's Republic of",PRK,-1.9833333333333334,December,2015,0.0
14543,2016-01-01,"Korea, Democratic People's Republic of",PRK,-8.528571428571428,January,2016,0.0
14544,2016-02-01,"Korea, Democratic People's Republic of",PRK,-4.214285714285714,February,2016,0.0
14545,2016-03-01,"Korea, Democratic People's Republic of",PRK,3.5142857142857147,March,2016,0.0
14546,2016-04-01,"Korea, Democratic People's Republic of",PRK,10.728571428571428,April,2016,0.0
14547,2016-05-01,"Korea, Democratic People's Republic of",PRK,16.057142857142857,May,2016,0.0
14548,2016-06-01,"Korea, Democratic People's Republic of",PRK,19.900000000000002,June,2016,0.0
14549,2016-07-01,"Korea, Democratic People's Republic of",PRK,23.099999999999998,July,2016,0.0
14550,2016-08-01,"Korea, Democratic People's Republic of",PRK,24.185714285714287,August,2016,0.0
14551,2016-09-01,"Korea, Democratic People's Republic of",PRK,19.057142857142857,September,2016,0.0
14552,2016-10-01,"Korea, Democratic People's Republic of",PRK,11.557142857142859,October,2016,0.0
14553,2016-11-01,"Korea, Democratic People's Republic of",PRK,2.2714285714285714,November,2016,0.0
14554,2016-12-01,"Korea, Democratic People's Republic of",PRK,-3.457142857142857,December,2016,0.0
14555,2017-01-01,"Korea, Democratic People's Republic of",PRK,-6.3428571428571425,January,2017,0.0
14556,2017-02-01,"Korea, Democratic People's Republic of",PRK,-3.628571428571429,February,2017,0.0
14557,2017-03-01,"Korea, Democratic People's Republic of",PRK,3.2857142857142856,March,2017,0.0
14558,2017-04-01,"Korea, Democratic People's Republic of",PRK,11.185714285714285,April,2017,0.0
14559,2017-05-01,"Korea, Democratic People's Republic of",PRK,16.52857142857143,May,2017,0.0
14560,2017-06-01,"Korea, Democratic People's Republic of",PRK,20.157142857142855,June,2017,0.0
14561,2017-07-01,"Korea, Democratic People's Republic of",PRK,24.885714285714283,July,2017,0.0
14562,2017-08-01,"Korea, Democratic People's Republic of",PRK,23.12857142857143,August,2017,0.0
14563,2017-09-01,"Korea, Democratic People's Republic of",PRK,18.75714285714286,September,2017,0.0
14564,2017-10-01,"Korea, Democratic People's Republic of",PRK,11.528571428571428,October,2017,0.0
14565,2017-11-01,"Korea, Democratic People's Republic of",PRK,1.4714285714285715,November,2017,0.0
14566,2017-12-01,"Korea, Democratic People's Republic of",PRK,-6.3428571428571425,December,2017,0.0
14567,2018-01-01,"Korea, Democratic People's Republic of",PRK,-8.8,January,2018,1.0
14568,2018-02-01,"Korea, Democratic People's Republic of",PRK,-6.666666666666667,February,2018,1.0
14569,2018-03-01,"Korea, Democratic People's Republic of",PRK,4.1000000000000005,March,2018,1.0
14570,2018-04-01,"Korea, Democratic People's Republic of",PRK,10.950000000000001,April,2018,1.0
14571,2018-05-01,"Korea, Democratic People's Republic of",PRK,15.528571428571428,May,2018,1.0
14572,2018-06-01,"Korea, Democratic People's Republic of",PRK,20.157142857142855,June,2018,1.0
14573,2018-07-01,"Korea, Democratic People's Republic of",PRK,24.771428571428572,July,2018,1.0
14574,2018-08-01,"Korea, Democratic People's Republic of",PRK,24.733333333333334,August,2018,1.0
14575,2018-09-01,"Korea, Democratic People's Republic of",PRK,18.144444444444446,September,2018,1.0
14576,2018-10-01,"Korea, Democratic People's Republic of",PRK,10.987499999999999,October,2018,1.0
14577,2018-11-01,"Korea, Democratic People's Republic of",PRK,4.344444444444445,November,2018,1.0
14578,2018-12-01,"Korea, Democratic People's Republic of",PRK,-4.866666666666667,December,2018,1.0
14579,2019-01-01,"Korea, Democratic People's Republic of",PRK,-4.811111111111112,January,2019,0.0
14580,2019-02-01,"Korea, Democratic People's Republic of",PRK,-2.8,February,2019,0.0
14581,2019-03-01,"Korea, Democratic People's Republic of",PRK,4.1,March,2019,0.0
14582,2019-04-01,"Korea, Democratic People's Republic of",PRK,9.555555555555555,April,2019,0.0
14583,2019-05-01,"Korea, Democratic People's Republic of",PRK,16.566666666666666,May,2019,0.0
14584,2019-06-01,"Korea, Democratic People's Republic of",PRK,19.62,June,2019,0.0
14585,2019-07-01,"Korea, Democratic People's Republic of",PRK,23.759999999999998,July,2019,0.0
14586,2019-08-01,"Korea, Democratic People's Republic of",PRK,24.19,August,2019,0.0
14587,2019-09-01,"Korea, Democratic People's Republic of",PRK,19.8,September,2019,0.0
14588,2019-10-01,"Korea, Democratic People's Republic of",PRK,13.2,October,2019,0.0
14589,2019-11-01,"Korea, Democratic People's Republic of",PRK,3.56,November,2019,0.0
14590,2019-12-01,"Korea, Democratic People's Republic of",PRK,-2.8200000000000003,December,2019,0.0
14591,2020-01-01,"Korea, Democratic People's Republic of",PRK,-3.15,January,2020,0.0
14592,2020-02-01,"Korea, Democratic People's Republic of",PRK,-1.3000000000000003,February,2020,0.0
14593,2020-03-01,"Korea, Democratic People's Republic of",PRK,4.34,March,2020,0.0
14594,2020-04-01,"Korea, Democratic People's Republic of",PRK,8.97,April,2020,0.0
14595,2020-05-01,"Korea, Democratic People's Republic of",PRK,15.37,May,2020,0.0
14596,2020-06-01,"Korea, Democratic People's Republic of",PRK,20.85,June,2020,0.0
14597,2020-07-01,"Korea, Democratic People's Republic of",PRK,22.56,July,2020,0.0
14598,2020-08-01,"Korea, Democratic People's Republic of",PRK,24.14,August,2020,0.0
14599,2020-09-01,"Korea, Democratic People's Republic of",PRK,18.619999999999997,September,2020,0.0
14600,2020-10-01,"Korea, Democratic People's Republic of",PRK,11.120000000000001,October,2020,0.0
14601,2020-11-01,"Korea, Democratic People's Republic of",PRK,4.95,November,2020,0.0
14602,2020-12-01,"Korea, Democratic People's Republic of",PRK,-4.26,December,2020,0.0
14603,2021-01-01,"Korea, Democratic People's Republic of",PRK,-7.19,January,2021,0.0
14604,2021-02-01,"Korea, Democratic People's Republic of",PRK,-1.6800000000000002,February,2021,0.0
14605,2021-03-01,"Korea, Democratic People's Republic of",PRK,4.83,March,2021,0.0
14606,2021-04-01,"Korea, Democratic People's Republic of",PRK,10.64,April,2021,0.0
14607,2021-05-01,"Korea, Democratic People's Republic of",PRK,14.85,May,2021,0.0
14608,2021-06-01,"Korea, Democratic People's Republic of",PRK,19.68,June,2021,0.0
14609,2021-07-01,"Korea, Democratic People's Republic of",PRK,25.52,July,2021,0.0
14610,2021-08-01,"Korea, Democratic People's Republic of",PRK,23.21,August,2021,0.0
14611,2021-09-01,"Korea, Democratic People's Republic of",PRK,19.869999999999997,September,2021,0.0
14612,2021-10-01,"Korea, Democratic People's Republic of",PRK,12.1,October,2021,0.0
14613,2021-11-01,"Korea, Democratic People's Republic of",PRK,4.71,November,2021,0.0
14614,2021-12-01,"Korea, Democratic People's Republic of",PRK,-3.45,December,2021,0.0
14615,1990-01-01,Slovakia,SVK,-0.7333333333333334,January,1990,0.0
14616,1990-02-01,Slovakia,SVK,3.733333333333333,February,1990,0.0
14617,1990-03-01,Slovakia,SVK,7.566666666666666,March,1990,0.0
14618,1990-04-01,Slovakia,SVK,9.133333333333333,April,1990,0.0
14619,1990-05-01,Slovakia,SVK,15.266666666666666,May,1990,0.0
14620,1990-06-01,Slovakia,SVK,17.333333333333332,June,1990,0.0
14621,1990-07-01,Slovakia,SVK,18.766666666666666,July,1990,0.0
14622,1990-08-01,Slovakia,SVK,20.133333333333333,August,1990,0.0
14623,1990-09-01,Slovakia,SVK,12.633333333333333,September,1990,0.0
14624,1990-10-01,Slovakia,SVK,9.933333333333332,October,1990,0.0
14625,1990-11-01,Slovakia,SVK,5.266666666666667,November,1990,0.0
14626,1990-12-01,Slovakia,SVK,-0.8333333333333334,December,1990,0.0
14627,1991-01-01,Slovakia,SVK,-0.4000000000000001,January,1991,0.0
14628,1991-02-01,Slovakia,SVK,-3.6666666666666665,February,1991,0.0
14629,1991-03-01,Slovakia,SVK,6.6000000000000005,March,1991,0.0
14630,1991-04-01,Slovakia,SVK,8.1,April,1991,0.0
14631,1991-05-01,Slovakia,SVK,11.766666666666666,May,1991,0.0
14632,1991-06-01,Slovakia,SVK,17.333333333333332,June,1991,0.0
14633,1991-07-01,Slovakia,SVK,21.133333333333336,July,1991,0.0
14634,1991-08-01,Slovakia,SVK,19.099999999999998,August,1991,0.0
14635,1991-09-01,Slovakia,SVK,15.966666666666667,September,1991,0.0
14636,1991-10-01,Slovakia,SVK,8.366666666666667,October,1991,0.0
14637,1991-11-01,Slovakia,SVK,4.733333333333333,November,1991,0.0
14638,1991-12-01,Slovakia,SVK,-2.8333333333333335,December,1991,0.0
14639,1992-01-01,Slovakia,SVK,-0.3666666666666667,January,1992,0.0
14640,1992-02-01,Slovakia,SVK,2.1999999999999997,February,1992,0.0
14641,1992-03-01,Slovakia,SVK,4.5,March,1992,0.0
14642,1992-04-01,Slovakia,SVK,10.133333333333333,April,1992,0.0
14643,1992-05-01,Slovakia,SVK,15.366666666666667,May,1992,0.0
14644,1992-06-01,Slovakia,SVK,19.3,June,1992,0.0
14645,1992-07-01,Slovakia,SVK,20.533333333333335,July,1992,0.0
14646,1992-08-01,Slovakia,SVK,23.666666666666668,August,1992,0.0
14647,1992-09-01,Slovakia,SVK,15.066666666666668,September,1992,0.0
14648,1992-10-01,Slovakia,SVK,8.5,October,1992,0.0
14649,1992-11-01,Slovakia,SVK,4.3,November,1992,0.0
14650,1992-12-01,Slovakia,SVK,-0.9333333333333332,December,1992,0.0
14651,1993-01-01,Slovakia,SVK,-1.4000000000000001,January,1993,0.0
14652,1993-02-01,Slovakia,SVK,-2.6999999999999997,February,1993,0.0
14653,1993-03-01,Slovakia,SVK,3.1333333333333333,March,1993,0.0
14654,1993-04-01,Slovakia,SVK,10.333333333333334,April,1993,0.0
14655,1993-05-01,Slovakia,SVK,17.433333333333334,May,1993,0.0
14656,1993-06-01,Slovakia,SVK,18.2,June,1993,0.0
14657,1993-07-01,Slovakia,SVK,18.633333333333336,July,1993,0.0
14658,1993-08-01,Slovakia,SVK,19.533333333333335,August,1993,0.0
14659,1993-09-01,Slovakia,SVK,14.533333333333333,September,1993,0.0
14660,1993-10-01,Slovakia,SVK,10.933333333333332,October,1993,0.0
14661,1993-11-01,Slovakia,SVK,1.3666666666666665,November,1993,0.0
14662,1993-12-01,Slovakia,SVK,1.5333333333333332,December,1993,0.0
14663,1994-01-01,Slovakia,SVK,2.3666666666666667,January,1994,0.0
14664,1994-02-01,Slovakia,SVK,1.0,February,1994,0.0
14665,1994-03-01,Slovakia,SVK,6.933333333333334,March,1994,0.0
14666,1994-04-01,Slovakia,SVK,10.133333333333333,April,1994,0.0
14667,1994-05-01,Slovakia,SVK,14.700000000000001,May,1994,0.0
14668,1994-06-01,Slovakia,SVK,18.433333333333334,June,1994,0.0
14669,1994-07-01,Slovakia,SVK,22.599999999999998,July,1994,0.0
14670,1994-08-01,Slovakia,SVK,20.533333333333335,August,1994,0.0
