,time,Country,ISO,tavg,Month,Year,Heatwave
2253,1993-10-01,France,FRA,10.466666666666667,October,1993,0.0
2254,1993-11-01,France,FRA,5.6000000000000005,November,1993,0.0
2255,1993-12-01,France,FRA,7.325,December,1993,0.0
2256,1994-01-01,France,FRA,6.725,January,1994,0.0
2257,1994-02-01,France,FRA,4.8,February,1994,0.0
2258,1994-03-01,France,FRA,8.466666666666667,March,1994,0.0
2259,1994-04-01,France,FRA,8.675,April,1994,0.0
2260,1994-05-01,France,FRA,12.133333333333333,May,1994,0.0
2261,1994-06-01,France,FRA,14.625,June,1994,0.0
2262,1994-07-01,France,FRA,18.333333333333332,July,1994,0.0
2263,1994-08-01,France,FRA,17.425,August,1994,0.0
2264,1994-09-01,France,FRA,13.700000000000001,September,1994,0.0
2265,1994-10-01,France,FRA,10.700000000000001,October,1994,0.0
2266,1994-11-01,France,FRA,10.966666666666667,November,1994,0.0
2267,1994-12-01,France,FRA,6.766666666666667,December,1994,0.0
2268,1995-01-01,France,FRA,6.333333333333333,January,1995,0.0
2269,1995-02-01,France,FRA,8.133333333333333,February,1995,0.0
2270,1995-03-01,France,FRA,6.65,March,1995,0.0
2271,1995-04-01,France,FRA,9.033333333333333,April,1995,0.0
2272,1995-05-01,France,FRA,12.7,May,1995,0.0
2273,1995-06-01,France,FRA,14.25,June,1995,0.0
2274,1995-07-01,France,FRA,18.425,July,1995,0.0
2275,1995-08-01,France,FRA,19.3,August,1995,0.0
2276,1995-09-01,France,FRA,14.2,September,1995,0.0
2277,1995-10-01,France,FRA,14.025,October,1995,0.0
2278,1995-11-01,France,FRA,9.0,November,1995,0.0
2279,1995-12-01,France,FRA,3.4666666666666663,December,1995,0.0
2280,1996-01-01,France,FRA,4.55,January,1996,0.0
2281,1996-02-01,France,FRA,3.4,February,1996,0.0
2282,1996-03-01,France,FRA,5.275,March,1996,0.0
2283,1996-04-01,France,FRA,9.25,April,1996,0.0
2284,1996-05-01,France,FRA,10.025,May,1996,0.0
2285,1996-06-01,France,FRA,15.075,June,1996,0.0
2286,1996-07-01,France,FRA,16.325,July,1996,0.0
2287,1996-08-01,France,FRA,16.95,August,1996,0.0
2288,1996-09-01,France,FRA,13.875,September,1996,0.0
2289,1996-10-01,France,FRA,12.325,October,1996,0.0
2290,1996-11-01,France,FRA,7.5,November,1996,0.0
2291,1996-12-01,France,FRA,3.675,December,1996,0.0
2292,1997-01-01,France,FRA,1.775,January,1997,0.0
2293,1997-02-01,France,FRA,7.4,February,1997,0.0
2294,1997-03-01,France,FRA,8.725,March,1997,0.0
2295,1997-04-01,France,FRA,8.875,April,1997,0.0
2296,1997-05-01,France,FRA,12.700000000000001,May,1997,0.0
2297,1997-06-01,France,FRA,15.333333333333334,June,1997,0.0
2298,1997-07-01,France,FRA,16.733333333333334,July,1997,0.0
2299,1997-08-01,France,FRA,19.225,August,1997,0.0
2300,1997-09-01,France,FRA,15.433333333333332,September,1997,0.0
2301,1997-10-01,France,FRA,11.700000000000001,October,1997,0.0
2302,1997-11-01,France,FRA,8.933333333333332,November,1997,0.0
2303,1997-12-01,France,FRA,6.85,December,1997,0.0
2304,1998-01-01,France,FRA,5.733333333333333,January,1998,0.0
2305,1998-02-01,France,FRA,6.9,February,1998,0.0
2306,1998-03-01,France,FRA,8.375,March,1998,0.0
2307,1998-04-01,France,FRA,8.925,April,1998,0.0
2308,1998-05-01,France,FRA,14.299999999999999,May,1998,0.0
2309,1998-06-01,France,FRA,15.333333333333334,June,1998,0.0
2310,1998-07-01,France,FRA,15.9,July,1998,0.0
2311,1998-08-01,France,FRA,17.166666666666668,August,1998,0.0
2312,1998-09-01,France,FRA,15.766666666666666,September,1998,0.0
2313,1998-10-01,France,FRA,11.9,October,1998,0.0
2314,1998-11-01,France,FRA,6.4,November,1998,0.0
2315,1998-12-01,France,FRA,6.6000000000000005,December,1998,0.0
2316,1999-01-01,France,FRA,6.966666666666666,January,1999,0.0
2317,1999-02-01,France,FRA,5.566666666666666,February,1999,0.0
2318,1999-03-01,France,FRA,8.1,March,1999,0.0
2319,1999-04-01,France,FRA,9.875,April,1999,0.0
2320,1999-05-01,France,FRA,14.0,May,1999,0.0
2321,1999-06-01,France,FRA,15.066666666666668,June,1999,0.0
2322,1999-07-01,France,FRA,18.075,July,1999,0.0
2323,1999-08-01,France,FRA,17.525,August,1999,0.0
2324,1999-09-01,France,FRA,17.400000000000002,September,1999,0.0
2325,1999-10-01,France,FRA,11.966666666666667,October,1999,0.0
2326,1999-11-01,France,FRA,8.325,November,1999,0.0
2327,1999-12-01,France,FRA,6.466666666666666,December,1999,0.0
2328,2000-01-01,France,FRA,5.3,January,2000,0.0
2329,2000-02-01,France,FRA,7.25,February,2000,0.0
2330,2000-03-01,France,FRA,7.8999999999999995,March,2000,0.0
2331,2000-04-01,France,FRA,9.633333333333333,April,2000,0.0
2332,2000-05-01,France,FRA,13.533333333333333,May,2000,0.0
2333,2000-06-01,France,FRA,15.566666666666668,June,2000,0.0
2334,2000-07-01,France,FRA,15.799999999999999,July,2000,0.0
2335,2000-08-01,France,FRA,17.7,August,2000,0.0
2336,2000-09-01,France,FRA,16.025,September,2000,0.0
2337,2000-10-01,France,FRA,12.233333333333334,October,2000,0.0
2338,2000-11-01,France,FRA,8.799999999999999,November,2000,0.0
2339,2000-12-01,France,FRA,7.133333333333333,December,2000,0.0
2340,2001-01-01,France,FRA,4.966666666666667,January,2001,0.0
2341,2001-02-01,France,FRA,6.15,February,2001,0.0
2342,2001-03-01,France,FRA,7.433333333333334,March,2001,0.0
2343,2001-04-01,France,FRA,8.833333333333334,April,2001,0.0
2344,2001-05-01,France,FRA,13.333333333333334,May,2001,0.0
2345,2001-06-01,France,FRA,15.333333333333334,June,2001,0.0
2346,2001-07-01,France,FRA,17.766666666666666,July,2001,0.0
2347,2001-08-01,France,FRA,18.1,August,2001,0.0
2348,2001-09-01,France,FRA,14.366666666666667,September,2001,0.0
2349,2001-10-01,France,FRA,14.966666666666667,October,2001,0.0
2350,2001-11-01,France,FRA,8.475,November,2001,0.0
2351,2001-12-01,France,FRA,4.8,December,2001,0.0
2352,2002-01-01,France,FRA,6.0,January,2002,0.0
2353,2002-02-01,France,FRA,8.366666666666667,February,2002,0.0
2354,2002-03-01,France,FRA,8.466666666666667,March,2002,0.0
2355,2002-04-01,France,FRA,10.133333333333333,April,2002,0.0
2356,2002-05-01,France,FRA,12.9,May,2002,0.0
2357,2002-06-01,France,FRA,15.433333333333332,June,2002,0.0
2358,2002-07-01,France,FRA,16.633333333333336,July,2002,0.0
2359,2002-08-01,France,FRA,17.833333333333332,August,2002,0.0
2360,2002-09-01,France,FRA,15.233333333333334,September,2002,0.0
2361,2002-10-01,France,FRA,12.0,October,2002,0.0
2362,2002-11-01,France,FRA,9.799999999999999,November,2002,0.0
2363,2002-12-01,France,FRA,6.733333333333333,December,2002,0.0
2364,2003-01-01,France,FRA,4.6000000000000005,January,2003,1.0
2365,2003-02-01,France,FRA,4.433333333333334,February,2003,1.0
2366,2003-03-01,France,FRA,8.55,March,2003,1.0
2367,2003-04-01,France,FRA,10.299999999999999,April,2003,1.0
2368,2003-05-01,France,FRA,12.9,May,2003,1.0
2369,2003-06-01,France,FRA,16.7,June,2003,1.0
2370,2003-07-01,France,FRA,18.400000000000002,July,2003,1.0
2371,2003-08-01,France,FRA,19.766666666666666,August,2003,1.0
2372,2003-09-01,France,FRA,15.966666666666667,September,2003,1.0
2373,2003-10-01,France,FRA,10.2,October,2003,1.0
2374,2003-11-01,France,FRA,9.333333333333334,November,2003,1.0
2375,2003-12-01,France,FRA,5.833333333333333,December,2003,1.0
2376,2004-01-01,France,FRA,6.1,January,2004,0.0
2377,2004-02-01,France,FRA,6.05,February,2004,0.0
2378,2004-03-01,France,FRA,6.866666666666667,March,2004,0.0
2379,2004-04-01,France,FRA,10.200000000000001,April,2004,0.0
2380,2004-05-01,France,FRA,12.299999999999999,May,2004,0.0
2381,2004-06-01,France,FRA,15.933333333333335,June,2004,0.0
2382,2004-07-01,France,FRA,16.833333333333332,July,2004,0.0
2383,2004-08-01,France,FRA,18.075,August,2004,0.0
2384,2004-09-01,France,FRA,16.15,September,2004,0.0
2385,2004-10-01,France,FRA,12.4,October,2004,0.0
2386,2004-11-01,France,FRA,8.775,November,2004,0.0
2387,2004-12-01,France,FRA,5.8,December,2004,0.0
2388,2005-01-01,France,FRA,6.85,January,2005,0.0
2389,2005-02-01,France,FRA,4.275,February,2005,0.0
2390,2005-03-01,France,FRA,7.275,March,2005,0.0
2391,2005-04-01,France,FRA,9.883333333333333,April,2005,0.0
2392,2005-05-01,France,FRA,12.14,May,2005,0.0
2393,2005-06-01,France,FRA,16.1,June,2005,0.0
2394,2005-07-01,France,FRA,17.2,July,2005,0.0
2395,2005-08-01,France,FRA,16.8,August,2005,0.0
2396,2005-09-01,France,FRA,16.3,September,2005,0.0
2397,2005-10-01,France,FRA,14.725,October,2005,0.0
2398,2005-11-01,France,FRA,8.025,November,2005,0.0
2399,2005-12-01,France,FRA,5.35,December,2005,0.0
2400,2006-01-01,France,FRA,4.075,January,2006,1.0
2401,2006-02-01,France,FRA,4.075,February,2006,1.0
2402,2006-03-01,France,FRA,5.675000000000001,March,2006,1.0
2403,2006-04-01,France,FRA,8.975,April,2006,1.0
2404,2006-05-01,France,FRA,12.575,May,2006,1.0
2405,2006-06-01,France,FRA,15.8,June,2006,1.0
2406,2006-07-01,France,FRA,19.900000000000002,July,2006,1.0
2407,2006-08-01,France,FRA,16.6,August,2006,1.0
2408,2006-09-01,France,FRA,17.675,September,2006,1.0
2409,2006-10-01,France,FRA,14.6,October,2006,1.0
2410,2006-11-01,France,FRA,9.925,November,2006,1.0
2411,2006-12-01,France,FRA,7.25,December,2006,1.0
2412,2007-01-01,France,FRA,8.325,January,2007,0.0
2413,2007-02-01,France,FRA,7.675,February,2007,0.0
2414,2007-03-01,France,FRA,8.025,March,2007,0.0
2415,2007-04-01,France,FRA,12.05,April,2007,0.0
2416,2007-05-01,France,FRA,13.1,May,2007,0.0
2417,2007-06-01,France,FRA,15.575,June,2007,0.0
2418,2007-07-01,France,FRA,16.325,July,2007,0.0
2419,2007-08-01,France,FRA,16.575,August,2007,0.0
2420,2007-09-01,France,FRA,14.75,September,2007,0.0
2421,2007-10-01,France,FRA,11.725,October,2007,0.0
2422,2007-11-01,France,FRA,8.675,November,2007,0.0
2423,2007-12-01,France,FRA,5.85,December,2007,0.0
2424,2008-01-01,France,FRA,7.550000000000001,January,2008,0.0
2425,2008-02-01,France,FRA,6.65,February,2008,0.0
2426,2008-03-01,France,FRA,7.300000000000001,March,2008,0.0
2427,2008-04-01,France,FRA,8.975,April,2008,0.0
2428,2008-05-01,France,FRA,14.88,May,2008,0.0
2429,2008-06-01,France,FRA,15.025,June,2008,0.0
2430,2008-07-01,France,FRA,17.05,July,2008,0.0
2431,2008-08-01,France,FRA,16.925,August,2008,0.0
2432,2008-09-01,France,FRA,14.02,September,2008,0.0
2433,2008-10-01,France,FRA,10.940000000000001,October,2008,0.0
2434,2008-11-01,France,FRA,8.75,November,2008,0.0
2435,2008-12-01,France,FRA,4.720000000000001,December,2008,0.0
2436,2009-01-01,France,FRA,2.9,January,2009,0.0
2437,2009-02-01,France,FRA,4.725,February,2009,0.0
2438,2009-03-01,France,FRA,7.275,March,2009,0.0
2439,2009-04-01,France,FRA,10.7,April,2009,0.0
2440,2009-05-01,France,FRA,12.65,May,2009,0.0
2441,2009-06-01,France,FRA,15.399999999999999,June,2009,0.0
2442,2009-07-01,France,FRA,17.4,July,2009,0.0
2443,2009-08-01,France,FRA,17.8,August,2009,0.0
2444,2009-09-01,France,FRA,15.675,September,2009,0.0
2445,2009-10-01,France,FRA,12.36,October,2009,0.0
2446,2009-11-01,France,FRA,10.583333333333334,November,2009,0.0
2447,2009-12-01,France,FRA,4.875,December,2009,0.0
2448,2010-01-01,France,FRA,1.7399999999999998,January,2010,0.0
2449,2010-02-01,France,FRA,4.2250000000000005,February,2010,0.0
2450,2010-03-01,France,FRA,6.975,March,2010,0.0
2451,2010-04-01,France,FRA,9.379999999999999,April,2010,0.0
2452,2010-05-01,France,FRA,10.875,May,2010,0.0
2453,2010-06-01,France,FRA,15.516666666666666,June,2010,0.0
2454,2010-07-01,France,FRA,18.175,July,2010,0.0
2455,2010-08-01,France,FRA,16.783333333333335,August,2010,0.0
2456,2010-09-01,France,FRA,14.76,September,2010,0.0
2457,2010-10-01,France,FRA,11.8,October,2010,0.0
2458,2010-11-01,France,FRA,7.040000000000001,November,2010,0.0
2459,2010-12-01,France,FRA,2.05,December,2010,0.0
2460,2011-01-01,France,FRA,5.375,January,2011,0.0
2461,2011-02-01,France,FRA,6.68,February,2011,0.0
2462,2011-03-01,France,FRA,7.725,March,2011,0.0
2463,2011-04-01,France,FRA,12.4,April,2011,0.0
2464,2011-05-01,France,FRA,13.25,May,2011,0.0
2465,2011-06-01,France,FRA,15.233333333333334,June,2011,0.0
2466,2011-07-01,France,FRA,15.7,July,2011,0.0
2467,2011-08-01,France,FRA,16.425,August,2011,0.0
2468,2011-09-01,France,FRA,16.3,September,2011,0.0
2469,2011-10-01,France,FRA,13.35,October,2011,0.0
2470,2011-11-01,France,FRA,10.075,November,2011,0.0
2471,2011-12-01,France,FRA,7.300000000000001,December,2011,0.0
2472,2012-01-01,France,FRA,6.824999999999999,January,2012,0.0
2473,2012-02-01,France,FRA,3.0666666666666664,February,2012,0.0
2474,2012-03-01,France,FRA,8.575,March,2012,0.0
2475,2012-04-01,France,FRA,8.35,April,2012,0.0
2476,2012-05-01,France,FRA,12.525,May,2012,0.0
2477,2012-06-01,France,FRA,14.575,June,2012,0.0
2478,2012-07-01,France,FRA,16.175,July,2012,0.0
2479,2012-08-01,France,FRA,17.65,August,2012,0.0
2480,2012-09-01,France,FRA,14.780000000000001,September,2012,0.0
2481,2012-10-01,France,FRA,12.0,October,2012,0.0
2482,2012-11-01,France,FRA,8.275,November,2012,0.0
2483,2012-12-01,France,FRA,6.925,December,2012,0.0
2484,2013-01-01,France,FRA,4.475,January,2013,0.0
2485,2013-02-01,France,FRA,3.6500000000000004,February,2013,0.0
2486,2013-03-01,France,FRA,4.325,March,2013,0.0
2487,2013-04-01,France,FRA,8.24,April,2013,0.0
2488,2013-05-01,France,FRA,10.55,May,2013,0.0
2489,2013-06-01,France,FRA,14.125,June,2013,0.0
2490,2013-07-01,France,FRA,18.116666666666667,July,2013,0.0
2491,2013-08-01,France,FRA,17.575,August,2013,0.0
2492,2013-09-01,France,FRA,15.25,September,2013,0.0
2493,2013-10-01,France,FRA,13.64,October,2013,0.0
2494,2013-11-01,France,FRA,8.3,November,2013,0.0
2495,2013-12-01,France,FRA,7.35,December,2013,0.0
2496,2014-01-01,France,FRA,7.199999999999999,January,2014,0.0
2497,2014-02-01,France,FRA,7.199999999999999,February,2014,0.0
2498,2014-03-01,France,FRA,8.625,March,2014,0.0
2499,2014-04-01,France,FRA,11.0,April,2014,0.0
2500,2014-05-01,France,FRA,12.725,May,2014,0.0
2501,2014-06-01,France,FRA,15.6,June,2014,0.0
2502,2014-07-01,France,FRA,18.025,July,2014,0.0
2503,2014-08-01,France,FRA,16.5,August,2014,0.0
2504,2014-09-01,France,FRA,16.7,September,2014,0.0
2505,2014-10-01,France,FRA,14.149999999999999,October,2014,0.0
2506,2014-11-01,France,FRA,9.95,November,2014,0.0
2507,2014-12-01,France,FRA,6.824999999999999,December,2014,0.0
2508,2015-01-01,France,FRA,5.566666666666666,January,2015,1.0
2509,2015-02-01,France,FRA,4.76,February,2015,1.0
2510,2015-03-01,France,FRA,6.949999999999999,March,2015,1.0
2511,2015-04-01,France,FRA,10.2,April,2015,1.0
2512,2015-05-01,France,FRA,12.566666666666668,May,2015,1.0
2513,2015-06-01,France,FRA,15.38,June,2015,1.0
2514,2015-07-01,France,FRA,17.5,July,2015,1.0
2515,2015-08-01,France,FRA,17.833333333333332,August,2015,1.0
2516,2015-09-01,France,FRA,14.066666666666668,September,2015,1.0
2517,2015-10-01,France,FRA,11.8,October,2015,1.0
2518,2015-11-01,France,FRA,11.375,November,2015,1.0
2519,2015-12-01,France,FRA,10.6,December,2015,1.0
2520,2016-01-01,France,FRA,6.5,January,2016,0.0
2521,2016-02-01,France,FRA,6.2749999999999995,February,2016,0.0
2522,2016-03-01,France,FRA,6.8999999999999995,March,2016,0.0
2523,2016-04-01,France,FRA,9.066666666666666,April,2016,0.0
2524,2016-05-01,France,FRA,13.26,May,2016,0.0
2525,2016-06-01,France,FRA,15.12,June,2016,0.0
2526,2016-07-01,France,FRA,17.55,July,2016,0.0
2527,2016-08-01,France,FRA,18.325,August,2016,0.0
2528,2016-09-01,France,FRA,17.65,September,2016,0.0
2529,2016-10-01,France,FRA,11.557142857142859,October,2016,0.0
2530,2016-11-01,France,FRA,7.975,November,2016,0.0
2531,2016-12-01,France,FRA,6.242857142857143,December,2016,0.0
2532,2017-01-01,France,FRA,2.875,January,2017,0.0
2533,2017-02-01,France,FRA,6.8,February,2017,0.0
2534,2017-03-01,France,FRA,9.833333333333334,March,2017,0.0
2535,2017-04-01,France,FRA,9.7,April,2017,0.0
2536,2017-05-01,France,FRA,14.25,May,2017,0.0
